,Date, Signal(dBm), Noise(dBm), Channel, Security, Mode,SSID,BSSID
11148,"11/10/2023, 8:34:36 pm", -86, -95, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11149,"11/10/2023, 8:34:21 pm", -86, -95, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11150,"11/10/2023, 8:34:08 pm", -86, -95, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11151,"11/10/2023, 8:33:55 pm", -66, -95, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11152,"11/10/2023, 8:33:41 pm", -66, -95, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11153,"11/10/2023, 8:24:43 pm", -71, -97, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11154,"11/10/2023, 8:24:31 pm", -71, -97, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11155,"11/10/2023, 8:24:18 pm", -71, -97, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11156,"11/10/2023, 8:24:06 pm", -79, -94, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11157,"11/10/2023, 8:23:53 pm", -91, -92, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11158,"11/10/2023, 8:23:40 pm", -91, -97, 136, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11159,"11/10/2023, 8:21:08 pm", -87, -93, 132, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11160,"11/10/2023, 8:20:55 pm", -87, -93, 132, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11161,"11/10/2023, 8:20:42 pm", -87, -93, 132, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B5-F2-FB
11162,"11/10/2023, 8:37:15 pm", -91, -95, 52, WPA2-Enterprise, a/n,uniwide ,DC-A5-F4-9C-62-DF
11163,"11/10/2023, 8:37:02 pm", -91, -95, 52, WPA2-Enterprise, a/n,uniwide ,DC-A5-F4-9C-62-DF
11164,"11/10/2023, 8:36:50 pm", -91, -95, 52, WPA2-Enterprise, a/n,uniwide ,DC-A5-F4-9C-62-DF
11165,"11/10/2023, 8:36:12 pm", -91, -92, 52, WPA2-Enterprise, a/n,uniwide ,DC-A5-F4-9C-62-DF
11166,"11/10/2023, 8:35:57 pm", -91, -92, 52, WPA2-Enterprise, a/n,uniwide ,DC-A5-F4-9C-62-DF
11167,"11/10/2023, 8:35:44 pm", -91, -92, 52, WPA2-Enterprise, a/n,uniwide ,DC-A5-F4-9C-62-DF
11168,"11/10/2023, 8:11:59 pm", -89, -95, 52, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-1D-F2-CC
11169,"11/10/2023, 8:11:46 pm", -89, -95, 52, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-1D-F2-CC
11170,"11/10/2023, 8:11:34 pm", -89, -95, 52, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-1D-F2-CC
11171,"11/10/2023, 8:11:21 pm", -87, -95, 52, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-1D-F2-CC
11172,"11/10/2023, 8:11:08 pm", -87, -95, 52, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-1D-F2-CC
11173,"11/10/2023, 8:10:56 pm", -87, -95, 52, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-1D-F2-CC
11174,"11/10/2023, 8:10:43 pm", -92, -95, 52, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-1D-F2-CC
11175,"11/10/2023, 8:10:30 pm", -92, -95, 52, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-1D-F2-CC
11176,"11/10/2023, 8:10:15 pm", -88, -95, 52, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-1D-F2-CC
11177,"11/10/2023, 8:33:28 pm", -82, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11178,"11/10/2023, 8:33:16 pm", -82, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11179,"11/10/2023, 8:33:00 pm", -82, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11180,"11/10/2023, 8:32:21 pm", -91, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11181,"11/10/2023, 8:32:08 pm", -91, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11182,"11/10/2023, 8:24:56 pm", -79, -93, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11183,"11/10/2023, 8:24:43 pm", -79, -93, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11184,"11/10/2023, 8:24:31 pm", -79, -93, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11185,"11/10/2023, 8:23:40 pm", -93, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11186,"11/10/2023, 8:23:28 pm", -93, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11187,"11/10/2023, 8:23:15 pm", -93, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,D0-72-DC-5C-0E-BB
11188,"11/10/2023, 8:34:08 pm", -77, -81, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11189,"11/10/2023, 8:33:55 pm", -77, -81, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11190,"11/10/2023, 8:33:41 pm", -67, -89, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11191,"11/10/2023, 8:33:28 pm", -67, -89, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11192,"11/10/2023, 8:25:22 pm", -79, -83, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11193,"11/10/2023, 8:25:09 pm", -79, -83, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11194,"11/10/2023, 8:24:56 pm", -73, -79, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11195,"11/10/2023, 8:24:43 pm", -73, -79, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11196,"11/10/2023, 8:24:31 pm", -73, -79, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11197,"11/10/2023, 8:24:18 pm", -68, -81, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11198,"11/10/2023, 8:24:06 pm", -71, -83, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11199,"11/10/2023, 8:23:53 pm", -73, -84, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11200,"11/10/2023, 8:23:40 pm", -76, -83, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11201,"11/10/2023, 8:23:28 pm", -74, -86, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11202,"11/10/2023, 8:23:15 pm", -74, -86, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11203,"11/10/2023, 8:22:00 pm", -75, -81, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11204,"11/10/2023, 8:21:48 pm", -75, -81, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11205,"11/10/2023, 8:21:21 pm", -71, -82, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11206,"11/10/2023, 8:21:08 pm", -79, -83, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11207,"11/10/2023, 8:20:55 pm", -79, -83, 1, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-3E-DA-B1
11208,"11/10/2023, 8:15:30 pm", -83, -95, 140, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-F3-5D
11209,"11/10/2023, 8:15:17 pm", -83, -95, 140, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-F3-5D
11210,"11/10/2023, 8:15:02 pm", -83, -95, 140, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-F3-5D
11211,"11/10/2023, 8:14:49 pm", -90, -97, 140, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-F3-5D
11212,"11/10/2023, 8:14:37 pm", -90, -97, 140, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-F3-5D
11213,"11/10/2023, 8:12:50 pm", -84, -88, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-1D-F9-04
11214,"11/10/2023, 8:12:37 pm", -84, -88, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-1D-F9-04
11215,"11/10/2023, 8:12:24 pm", -85, -86, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-1D-F9-04
11216,"11/10/2023, 8:19:10 pm", -85, -85, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11217,"11/10/2023, 8:18:57 pm", -85, -85, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11218,"11/10/2023, 8:18:44 pm", -84, -88, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11219,"11/10/2023, 8:13:16 pm", -81, -79, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11220,"11/10/2023, 8:13:03 pm", -81, -79, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11221,"11/10/2023, 8:12:50 pm", -81, -79, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11222,"11/10/2023, 8:11:34 pm", -83, -79, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11223,"11/10/2023, 8:11:21 pm", -83, -79, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11224,"11/10/2023, 8:11:08 pm", -83, -79, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11225,"11/10/2023, 8:07:34 pm", -81, -84, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11226,"11/10/2023, 8:07:21 pm", -81, -84, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-19-4A
11227,"11/10/2023, 8:36:50 pm", -90, -93, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11228,"11/10/2023, 8:36:37 pm", -90, -93, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11229,"11/10/2023, 8:36:24 pm", -82, -86, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11230,"11/10/2023, 8:36:12 pm", -82, -86, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11231,"11/10/2023, 8:35:57 pm", -82, -86, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11232,"11/10/2023, 8:35:44 pm", -85, -94, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11233,"11/10/2023, 8:35:32 pm", -92, -93, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11234,"11/10/2023, 8:35:19 pm", -92, -93, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11235,"11/10/2023, 8:22:38 pm", -88, -96, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11236,"11/10/2023, 8:22:25 pm", -88, -96, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11237,"11/10/2023, 8:22:13 pm", -88, -96, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11238,"11/10/2023, 8:06:13 pm", -89, -96, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11239,"11/10/2023, 8:06:00 pm", -89, -96, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11240,"11/10/2023, 8:05:45 pm", -89, -96, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11241,"11/10/2023, 8:05:33 pm", -83, -95, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11242,"11/10/2023, 8:05:16 pm", -84, -92, 112, Open, ac,UNSW Guest ,70-DF-2F-EA-82-AC
11243,"11/10/2023, 8:33:55 pm", -93, -95, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11244,"11/10/2023, 8:33:41 pm", -93, -95, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11245,"11/10/2023, 8:33:28 pm", -93, -95, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11246,"11/10/2023, 8:33:16 pm", -90, -96, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11247,"11/10/2023, 8:33:00 pm", -80, -94, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11248,"11/10/2023, 8:32:47 pm", -68, -95, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11249,"11/10/2023, 8:32:34 pm", -74, -95, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11250,"11/10/2023, 8:32:21 pm", -71, -95, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11251,"11/10/2023, 8:32:08 pm", -83, -96, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11252,"11/10/2023, 8:25:59 pm", -84, -97, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11253,"11/10/2023, 8:25:47 pm", -84, -97, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11254,"11/10/2023, 8:25:34 pm", -84, -97, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11255,"11/10/2023, 8:25:22 pm", -79, -95, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11256,"11/10/2023, 8:25:09 pm", -74, -95, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11257,"11/10/2023, 8:24:56 pm", -78, -96, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11258,"11/10/2023, 8:24:43 pm", -87, -96, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11259,"11/10/2023, 8:24:31 pm", -85, -97, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11260,"11/10/2023, 8:24:18 pm", -86, -95, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11261,"11/10/2023, 8:24:06 pm", -89, -94, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11262,"11/10/2023, 8:23:53 pm", -89, -94, 149, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-F0-16-47
11263,"11/10/2023, 8:31:47 pm", -91, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11264,"11/10/2023, 8:31:34 pm", -91, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11265,"11/10/2023, 8:31:19 pm", -86, -94, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11266,"11/10/2023, 8:31:06 pm", -87, -95, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11267,"11/10/2023, 8:30:54 pm", -87, -95, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11268,"11/10/2023, 8:30:41 pm", -85, -93, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11269,"11/10/2023, 8:30:28 pm", -91, -94, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11270,"11/10/2023, 8:30:14 pm", -91, -94, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11271,"11/10/2023, 8:27:20 pm", -82, -95, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11272,"11/10/2023, 8:27:07 pm", -82, -95, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11273,"11/10/2023, 8:26:54 pm", -83, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11274,"11/10/2023, 8:26:42 pm", -76, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B5-C6-AA
11275,"11/10/2023, 8:01:16 pm", -67, -94, 132, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-7B-AF
11276,"11/10/2023, 8:01:16 pm", -93, -95, 149, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-62-7B
11277,"11/10/2023, 8:33:00 pm", -80, -79, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-8C-73
11278,"11/10/2023, 8:32:47 pm", -80, -79, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-8C-73
11279,"11/10/2023, 8:32:34 pm", -80, -81, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-8C-73
11280,"11/10/2023, 8:26:25 pm", -81, -78, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-8C-73
11281,"11/10/2023, 8:26:12 pm", -81, -78, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-8C-73
11282,"11/10/2023, 8:25:59 pm", -73, -86, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-8C-73
11283,"11/10/2023, 8:25:47 pm", -73, -86, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-8C-73
11284,"11/10/2023, 8:25:34 pm", -73, -86, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-8C-73
11285,"11/10/2023, 8:24:06 pm", -87, -86, 1, WPA2-Personal, b/g/n,Warrane Staff ,78-45-58-1D-FA-37
11286,"11/10/2023, 8:23:53 pm", -87, -86, 1, WPA2-Personal, b/g/n,Warrane Staff ,78-45-58-1D-FA-37
11287,"11/10/2023, 8:23:40 pm", -87, -86, 1, WPA2-Personal, b/g/n,Warrane Staff ,78-45-58-1D-FA-37
11288,"11/10/2023, 8:10:15 pm", -82, -84, 1, WPA2-Personal, b/g/n,Warrane Staff ,78-45-58-1D-FA-37
11289,"11/10/2023, 8:07:21 pm", -82, -84, 1, WPA2-Personal, b/g/n,Warrane Staff ,78-45-58-1D-FA-37
11290,"11/10/2023, 8:32:21 pm", -90, -95, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-B4-6A
11291,"11/10/2023, 8:32:08 pm", -90, -95, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-B4-6A
11292,"11/10/2023, 8:31:47 pm", -84, -94, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-B4-6A
11293,"11/10/2023, 8:31:34 pm", -89, -95, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-B4-6A
11294,"11/10/2023, 8:31:19 pm", -91, -94, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-B4-6A
11295,"11/10/2023, 8:27:07 pm", -89, -95, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-B4-6A
11296,"11/10/2023, 8:26:54 pm", -89, -95, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-B4-6A
11297,"11/10/2023, 8:26:42 pm", -89, -95, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-B4-6A
11298,"11/10/2023, 8:17:53 pm", -92, -96, 52, WPA2-Enterprise, a/n,eduroam ,84-78-AC-C0-5C-3F
11299,"11/10/2023, 8:17:40 pm", -92, -96, 52, WPA2-Enterprise, a/n,eduroam ,84-78-AC-C0-5C-3F
11300,"11/10/2023, 8:17:28 pm", -92, -96, 52, WPA2-Enterprise, a/n,eduroam ,84-78-AC-C0-5C-3F
11301,"11/10/2023, 8:16:08 pm", -83, -94, 52, WPA2-Enterprise, a/n,eduroam ,84-78-AC-C0-5C-3F
11302,"11/10/2023, 8:15:55 pm", -83, -94, 52, WPA2-Enterprise, a/n,eduroam ,84-78-AC-C0-5C-3F
11303,"11/10/2023, 8:15:42 pm", -83, -94, 52, WPA2-Enterprise, a/n,eduroam ,84-78-AC-C0-5C-3F
11304,"11/10/2023, 8:14:12 pm", -88, -94, 52, WPA2-Enterprise, a/n,eduroam ,84-78-AC-C0-5C-3F
11305,"11/10/2023, 8:13:59 pm", -88, -94, 52, WPA2-Enterprise, a/n,eduroam ,84-78-AC-C0-5C-3F
11306,"11/10/2023, 8:13:46 pm", -88, -94, 52, WPA2-Enterprise, a/n,eduroam ,84-78-AC-C0-5C-3F
11307,"11/10/2023, 8:35:32 pm", -90, -95, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11308,"11/10/2023, 8:35:19 pm", -90, -95, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11309,"11/10/2023, 8:35:06 pm", -90, -95, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11310,"11/10/2023, 8:34:36 pm", -86, -95, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11311,"11/10/2023, 8:34:21 pm", -86, -95, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11312,"11/10/2023, 8:34:08 pm", -86, -95, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11313,"11/10/2023, 8:33:55 pm", -66, -95, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11314,"11/10/2023, 8:33:41 pm", -66, -95, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11315,"11/10/2023, 8:33:28 pm", -89, -96, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11316,"11/10/2023, 8:33:16 pm", -89, -96, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11317,"11/10/2023, 8:24:56 pm", -86, -96, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11318,"11/10/2023, 8:24:43 pm", -86, -96, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11319,"11/10/2023, 8:24:31 pm", -86, -96, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11320,"11/10/2023, 8:24:18 pm", -71, -97, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11321,"11/10/2023, 8:24:06 pm", -79, -94, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11322,"11/10/2023, 8:23:53 pm", -89, -92, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11323,"11/10/2023, 8:23:40 pm", -94, -97, 136, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-F2-FF
11324,"11/10/2023, 8:37:15 pm", -82, -84, 6, WPA2-Enterprise, g/n,uniwide ,58-AC-78-A3-AB-00
11325,"11/10/2023, 8:37:02 pm", -82, -84, 6, WPA2-Enterprise, g/n,uniwide ,58-AC-78-A3-AB-00
11326,"11/10/2023, 8:36:50 pm", -82, -84, 6, WPA2-Enterprise, g/n,uniwide ,58-AC-78-A3-AB-00
11327,"11/10/2023, 8:37:15 pm", -87, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11328,"11/10/2023, 8:37:02 pm", -87, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11329,"11/10/2023, 8:36:50 pm", -87, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11330,"11/10/2023, 8:36:37 pm", -83, -93, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11331,"11/10/2023, 8:36:24 pm", -73, -95, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11332,"11/10/2023, 8:36:12 pm", -73, -95, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11333,"11/10/2023, 8:35:57 pm", -67, -89, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11334,"11/10/2023, 8:35:44 pm", -69, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11335,"11/10/2023, 8:35:32 pm", -74, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11336,"11/10/2023, 8:35:19 pm", -81, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11337,"11/10/2023, 8:34:21 pm", -86, -95, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11338,"11/10/2023, 8:34:08 pm", -86, -95, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11339,"11/10/2023, 8:33:55 pm", -85, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11340,"11/10/2023, 8:33:28 pm", -91, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11341,"11/10/2023, 8:33:16 pm", -91, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11342,"11/10/2023, 8:24:56 pm", -93, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11343,"11/10/2023, 8:24:43 pm", -93, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11344,"11/10/2023, 8:24:31 pm", -93, -94, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11345,"11/10/2023, 8:24:18 pm", -91, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11346,"11/10/2023, 8:23:53 pm", -91, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11347,"11/10/2023, 8:23:40 pm", -91, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11348,"11/10/2023, 8:23:28 pm", -90, -97, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11349,"11/10/2023, 8:23:15 pm", -90, -97, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11350,"11/10/2023, 8:23:02 pm", -86, -95, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11351,"11/10/2023, 8:22:50 pm", -90, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11352,"11/10/2023, 8:22:38 pm", -90, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11353,"11/10/2023, 8:22:25 pm", -75, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11354,"11/10/2023, 8:22:13 pm", -75, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
11355,"11/10/2023, 8:22:00 pm", -79, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-5F-5E
